No,Card,CardNumber,ExpectedGrade,SearchQuery,MatchedName,MatchedSet,Printing,TCGPlayerId,CardNum,MarketPrice,Selected
59,Raichu,H25/H32,possible 10,Raichu,Water Energy (#8),HGSS Trainer Kit: Gyarados & Raichu,Normal,90518,8/30,0.28,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,Stormfront,Holofoil,88513,8/100,18.97,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,Supreme Victors,Normal,88515,77,2.28,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu GX (Secret),Shining Legends,Holofoil,146737,75/73,40.08,N
59,Raichu,H25/H32,possible 10,Raichu,Fighting Energy (#7),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152821,7/30,0.1,N
59,Raichu,H25/H32,possible 10,Raichu,Lightning Energy (#7),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152854,7/30,0.09,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,SM - Cosmic Eclipse,Normal,201983,67/236,0.78,N
59,Raichu,H25/H32,possible 10,Raichu,Fighting Energy (#6),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152820,6/30,0.09,N
59,Raichu,H25/H32,possible 10,Raichu,Water Energy (#6),HGSS Trainer Kit: Gyarados & Raichu,Normal,90516,6/30,0.15,N
59,Raichu,H25/H32,possible 10,Raichu,Golbat,SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152863,6/30,0.18,N
59,Raichu,H25/H32,possible 10,Raichu,Alolan Raichu,SM - Unified Minds,Holofoil,194983,57/236,4.75,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,SM - Unbroken Bonds,Normal,189154,55/214,0.49,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu & Alolan Raichu GX,SM - Unified Minds,Holofoil,194977,54/236,28.92,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu & Alolan Raichu GX - 2019 (Haruki Miyamoto),World Championship Decks,Normal,482103,54/236,10.11,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,Holon Phantoms,Normal,88508,51/110,2.85,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu BREAK,XY - BREAKthrough,Holofoil,107169,50/162,7.95,N
59,Raichu,H25/H32,possible 10,Raichu,Bill (#5),HGSS Trainer Kit: Gyarados & Raichu,Normal,83833,5/30,0.3,N
59,Raichu,H25/H32,possible 10,Raichu,Fighting Energy (#5),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152819,5/30,0.09,N
59,Raichu,H25/H32,possible 10,Raichu,Lightning Energy (#5),HGSS Trainer Kit: Gyarados & Raichu,Normal,86769,5/30,0.55,N
59,Raichu,H25/H32,possible 10,Raichu,Lightning Energy (#5),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152853,5/30,0.01,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,XY - BREAKthrough,Normal,107168,49/162,0.9,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,Majestic Dawn,Normal,88511,45/100,1.39,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,XY Base Set,Holofoil,88523,43/146,1.31,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,SM - Burning Shadows,Holofoil,138523,41/147,0.83,N
59,Raichu,H25/H32,possible 10,Raichu,Raichu,Next Destinies,Normal,88522,40/99,1.92,N
60,Tyranitar,29/165,8,Tyranitar,Tyranitar (66),Expedition,Normal,90118,066/165,35.75,N
60,Tyranitar,29/165,8,Tyranitar,Tyranitar (29),Expedition,Holofoil,90115,029/165,349.74,Y
61,Piloswine,H22/H32,9,Piloswine,Piloswine (H22),Skyridge,Holofoil,88112,H22/H32,200,Y
61,Piloswine,H22/H32,9,Piloswine,Piloswine,XY - BREAKthrough,Normal,107200,81/162,0.17,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,Legends Awakened,Normal,88118,69/146,0.32,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,Triumphant,Normal,88120,48/102,0.3,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine - 46/100 (Prerelease) [Staff],Nintendo Promos,Normal,213016,46/100,43.25,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine - 46/100 (Prerelease),Nintendo Promos,Normal,213015,46/100,14.37,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,Stormfront,Normal,88119,46/100,0.54,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,Neo Revelation,1st Edition,88114,36/64,2.18,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,Plasma Storm,Normal,88121,27/135,0.38,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,SM - Crimson Invasion,Normal,149041,20/111,0.14,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,Team Rocket Returns,Holofoil,88117,13/109,17.99,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,SV09: Journey Together,Normal,623505,078/159,0.1,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,Neo Genesis,1st Edition,88116,044/111,2.47,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine (43),Skyridge,Normal,88115,043/144,6.52,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,SWSH10: Astral Radiance,Normal,272232,032/189,0.06,N
61,Piloswine,H22/H32,9,Piloswine,Light Piloswine,Neo Destiny,1st Edition,86747,026/105,23.36,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine (24),Skyridge,Normal,88113,024/144,38.56,N
61,Piloswine,H22/H32,9,Piloswine,Piloswine,ME02: Phantasmal Flames,Normal,662213,024/094,0.06,N
62,Suicune,H25/H32,9,Suicune,Suicune,Shining Fates: Shiny Vault,Holofoil,232371,SV022/SV122,11.23,N
62,Suicune,H25/H32,9,Suicune,Suicune - SM149 (Prerelease),SM Promos,Holofoil,158255,SM149,10.8,N
62,Suicune,H25/H32,9,Suicune,Suicune - SM149 (Prerelease) [Staff],SM Promos,Holofoil,178793,SM149,99.5,N
62,Suicune,H25/H32,9,Suicune,Suicune (Shiny),Call of Legends,Holofoil,89606,SL11,400,N
62,Suicune,H25/H32,9,Suicune,Suicune - HGSS21,HGSS Promos,Holofoil,89605,HGSS21,44.78,N
62,Suicune,H25/H32,9,Suicune,Suicune (H25),Aquapolis,Holofoil,89598,H25/H32,449.99,Y
62,Suicune,H25/H32,9,Suicune,Suicune V,Crown Zenith: Galarian Gallery,Holofoil,478067,GG38/GG70,41.17,N
62,Suicune,H25/H32,9,Suicune,Suicune & Entei Legend LEGEND (95) - 2011 (Ross Cawthon),World Championship Decks,Normal,480500,95/95,39.99,N
62,Suicune,H25/H32,9,Suicune,Suicune & Entei Legend (Bottom),Unleashed,Holofoil,89609,95/95,80.4,N
62,Suicune,H25/H32,9,Suicune,Suicune ex,Team Magma vs Team Aqua,Holofoil,89611,94/95,324.99,N
62,Suicune,H25/H32,9,Suicune,Suicune & Entei Legend (Top),Unleashed,Holofoil,89610,94/95,94.69,N
62,Suicune,H25/H32,9,Suicune,Suicune ex - 2004 (Reed Weichler),World Championship Decks,Normal,477437,94/95,37.3,N
62,Suicune,H25/H32,9,Suicune,Suicune & Entei LEGEND (94) - 2011 (Ross Cawthon),World Championship Decks,Normal,480498,94/95,47.5,N
62,Suicune,H25/H32,9,Suicune,Raikou & Suicune Legend (Bottom),Unleashed,Holofoil,88538,93/95,172.65,N
62,Suicune,H25/H32,9,Suicune,Raikou & Suicune Legend (Top),Unleashed,Holofoil,88539,92/95,165.12,N
62,Suicune,H25/H32,9,Suicune,Lightning Energy (9),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118805,9/30,0.16,N
62,Suicune,H25/H32,9,Suicune,Water Energy (9),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118833,9/30,0.25,N
62,Suicune,H25/H32,9,Suicune,Lightning Energy (8),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118804,8/30,0.05,N
62,Suicune,H25/H32,9,Suicune,Water Energy (8),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118832,8/30,0.21,N
62,Suicune,H25/H32,9,Suicune,Ducklett (7),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118842,7/30,0.27,N
62,Suicune,H25/H32,9,Suicune,Taillow,XY Trainer Kit: Pikachu Libre & Suicune,Normal,118812,7/30,0.2,N
62,Suicune,H25/H32,9,Suicune,Suicune GX,SM - Lost Thunder,Holofoil,178867,60/214,7.33,N
62,Suicune,H25/H32,9,Suicune,Lightning Energy (6),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118803,6/30,0.05,N
62,Suicune,H25/H32,9,Suicune,Frogadier (6),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118840,6/30,0.43,N
62,Suicune,H25/H32,9,Suicune,Suicune,SM - Lost Thunder,Holofoil,178866,59/214,2.83,N
62,Suicune,H25/H32,9,Suicune,Suicune,WoTC Promo,Normal,89601,53/53,39.69,N
62,Suicune,H25/H32,9,Suicune,Lightning Energy (5),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118802,5/30,0.05,N
62,Suicune,H25/H32,9,Suicune,Eevee,XY Trainer Kit: Pikachu Libre & Suicune,Normal,118839,4/30,2.2,N
62,Suicune,H25/H32,9,Suicune,Electivire (4),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118810,4/30,0.17,N
62,Suicune,H25/H32,9,Suicune,Pikachu Libre (30 - Holo),XY Trainer Kit: Pikachu Libre & Suicune,Holofoil,118820,30/30,40.54,N
62,Suicune,H25/H32,9,Suicune,Suicune (30 - Holo),XY Trainer Kit: Pikachu Libre & Suicune,Holofoil,118851,30/30,1.19,N
62,Suicune,H25/H32,9,Suicune,Suicune,XY - BREAKpoint,Holofoil,111536,30/122,2.5,N
62,Suicune,H25/H32,9,Suicune,Lightning Energy (3),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118801,3/30,0.09,N
62,Suicune,H25/H32,9,Suicune,Water Energy (3),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118830,3/30,0.12,N
62,Suicune,H25/H32,9,Suicune,Lightning Energy (29),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118809,29/30,0.1,N
62,Suicune,H25/H32,9,Suicune,Tierno (29 - Suicune Deck),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118857,29/30,0.25,N
62,Suicune,H25/H32,9,Suicune,Electrike (28),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118814,28/30,0.18,N
62,Suicune,H25/H32,9,Suicune,Water Energy (28),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118838,28/30,0.24,N
62,Suicune,H25/H32,9,Suicune,Suicune (27),Neo Revelation,1st Edition,89599,27/64,43.44,N
62,Suicune,H25/H32,9,Suicune,Swanna (27),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118855,27/30,0.22,N
62,Suicune,H25/H32,9,Suicune,Glameow (27),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118799,27/30,0.5,N
62,Suicune,H25/H32,9,Suicune,Goldeen (26),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118849,26/30,0.23,N
62,Suicune,H25/H32,9,Suicune,Blitzle (26),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118816,26/30,0.1,N
62,Suicune,H25/H32,9,Suicune,Seaking (25),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118847,25/30,0.27,N
62,Suicune,H25/H32,9,Suicune,Electivire (25),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118811,25/30,0.53,N
62,Suicune,H25/H32,9,Suicune,Purugly (24),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118825,24/30,0.23,N
62,Suicune,H25/H32,9,Suicune,Ducklett (24),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118843,24/30,0.28,N
62,Suicune,H25/H32,9,Suicune,Electabuzz (23),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118822,23/30,0.26,N
62,Suicune,H25/H32,9,Suicune,Froakie (23),XY Trainer Kit: Pikachu Libre & Suicune,Normal,118845,23/30,0.31,N
62,Suicune,H25/H32,9,Suicune,Suicune GX (Secret),SM - Lost Thunder,Holofoil,178869,220/214,87.52,N
63,Politoed,H23/H32,10,Politoed,Politoed (H23),Skyridge,Holofoil,88247,H23/H32,299.99,Y
63,Politoed,H23/H32,10,Politoed,Politoed,Unleashed,Holofoil,88251,7/95,13.07,N
63,Politoed,H23/H32,10,Politoed,Politoed (27),Neo Discovery,1st Edition,88249,27/75,23.28,N
63,Politoed,H23/H32,10,Politoed,Politoed,SM - Guardians Rising,Holofoil,130925,25/145,1.43,N
63,Politoed,H23/H32,10,Politoed,Politoed,XY - Furious Fists,Normal,92193,18/111,0.7,N
63,Politoed,H23/H32,10,Politoed,Politoed,Legends Awakened,Holofoil,88250,12/146,19.87,N
63,Politoed,H23/H32,10,Politoed,Politoed ex,Unseen Forces,Holofoil,88252,107/115,239.99,N
63,Politoed,H23/H32,10,Politoed,Politoed (8),Neo Discovery,1st Edition Holofoil,88246,08/75,161.57,N
63,Politoed,H23/H32,10,Politoed,Politoed,SWSH11: Lost Origin,Normal,283905,032/196,0.22,N
63,Politoed,H23/H32,10,Politoed,Politoed (25),Skyridge,Normal,88248,025/144,34.99,N
63,Politoed,H23/H32,10,Politoed,Politoed - 18/111 (Cosmos Holo),Miscellaneous Cards & Products,Holofoil,148383,018/111,3.42,N
63,Politoed,H23/H32,10,Politoed,Politoed - 7/95 (League Promo),League & Championship Cards,Reverse Holofoil,220667,007/095,29.14,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong (H6),Skyridge,Holofoil,84785,H06/H32,389.99,Y
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,SM - Unbroken Bonds,Normal,189144,45/214,0.38,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,Mysterious Treasures,Normal,84790,45/123,0.34,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,FireRed & LeafGreen,Holofoil,84789,3/112,26.7,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,XY - Evolutions,Normal,124042,29/108,0.29,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,Supreme Victors,Normal,84791,24,1.62,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,XY - Fates Collide,Normal,117778,16/124,0.22,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong (Delta Species),Dragon Frontiers,Normal,84792,15/101,2.49,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong - 097/094,ME02: Phantasmal Flames,Holofoil,662152,097/094,3.65,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,SV: Scarlet & Violet 151,Normal,516656,087/165,0.1,N
64,Dewgong,H6/H32,9/10,Dewgong,Misty's Dewgong,Gym Challenge,1st Edition,87526,054/132,6.02,N
64,Dewgong,H6/H32,9/10,Dewgong,Light Dewgong,Neo Destiny,1st Edition,86736,045/105,7.37,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,Legendary Collection,Normal,84788,040/110,1.67,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,Base Set 2,Normal,42475,036/130,1.24,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,SWSH11: Lost Origin,Normal,283908,034/196,0.14,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,Base Set,Normal,42366,025/102,3.6,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong,Base Set (Shadowless),1st Edition,107022,025/102,30.7,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong - 022/094,ME02: Phantasmal Flames,Normal,662151,022/094,0.04,N
64,Dewgong,H6/H32,9/10,Dewgong,Dewgong (7),Skyridge,Normal,84786,007/144,24.59,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,Hidden Fates: Shiny Vault,Holofoil,197790,SV28/SV94,3.18,N
65,Magneton,H19/H32,8/9,Magneton,Magneton (H19),Skyridge,Holofoil,87096,H19/H32,138.49,Y
65,Magneton,H19/H32,8/9,Magneton,Magneton (H18),Skyridge,Holofoil,87095,H18/H32,144.2,N
65,Magneton,H19/H32,8/9,Magneton,Magneton (H16),Aquapolis,Holofoil,87094,H16/H32,72.97,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,SM - Ultra Prism,Normal,157699,82/156,0.21,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,SM - Cosmic Eclipse,Holofoil,201243,69/236,0.88,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,SM - Unified Minds,Normal,194985,59/236,0.2,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,Diamond and Pearl,Normal,87107,54/130,0.34,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,XY - BREAKthrough,Normal,107172,53/162,0.26,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,EX Trainer Kit 1: Latias & Latios,Normal,87103,5/10,0.35,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,Delta Species,Normal,87104,48/113,1.23,N
65,Magneton,H19/H32,8/9,Magneton,Magneton (45),Plasma Storm,Normal,87112,45/135,0.29,N
65,Magneton,H19/H32,8/9,Magneton,Magneton (44),Plasma Storm,Normal,87111,44/135,0.33,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 2011 (David Cohen),World Championship Decks,Normal,480424,43/102,1.99,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 2011 (Gustavo Wada),World Championship Decks,Normal,480423,43/102,0.78,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,Triumphant,Normal,87110,43/102,0.45,N
65,Magneton,H19/H32,8/9,Magneton,Magneton (43),Stormfront,Normal,87109,43/100,0.59,N
65,Magneton,H19/H32,8/9,Magneton,Magneton (42),Stormfront,Normal,87108,42/100,0.73,N
65,Magneton,H19/H32,8/9,Magneton,Dark Magneton,Team Rocket Returns,Normal,84626,39/109,2.37,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,XY - Evolutions,Holofoil,124051,38/108,1,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 35/97,Dragon,Normal,87101,35/97,0.57,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,SM - Forbidden Light,Normal,165686,35/131,0.21,N
65,Magneton,H19/H32,8/9,Magneton,Dark Magneton (28),Team Rocket,1st Edition,84625,28/82,11.92,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,FireRed & LeafGreen,Normal,87102,27/112,0.66,N
65,Magneton,H19/H32,8/9,Magneton,Magneton (26),Fossil,1st Edition,106528,26/62,11.94,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,Legend Maker,Normal,87105,22/92,1.03,N
65,Magneton,H19/H32,8/9,Magneton,Holon's Magneton - 2006 (Hiroki Yano),World Championship Decks,Normal,477771,22/113,2.16,N
65,Magneton,H19/H32,8/9,Magneton,Holon's Magneton - 2006 (Jason Klaczynski),World Championship Decks,Normal,477770,22/113,9.24,N
65,Magneton,H19/H32,8/9,Magneton,Holon's Magneton - 2007 (Jeremy Scharff-Kim),World Championship Decks,Normal,479693,22/113,2.99,N
65,Magneton,H19/H32,8/9,Magneton,Holon's Magneton,Delta Species,Normal,86157,22/113,6.2,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 17/97,Dragon,Normal,87100,17/97,1.24,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 2004 (Kevin Nguyen),World Championship Decks,Normal,477401,17/097,1.65,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 2004 (Reed Weichler),World Championship Decks,Normal,477400,17/097,1.97,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,Power Keepers,Normal,87106,16/108,2.92,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 159,SV: Scarlet & Violet Promo Cards,Holofoil,594386,159,5.31,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 159 (Pokémon Center Exclusive),SV: Scarlet & Violet Promo Cards,Holofoil,594468,159,47.61,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 153,SV: Scarlet & Violet Promo Cards,Holofoil,594385,153,5.59,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 153 (Staff),SV: Scarlet & Violet Promo Cards,Holofoil,607015,153,35.04,N
65,Magneton,H19/H32,8/9,Magneton,Dark Magneton (11),Team Rocket,1st Edition Holofoil,84624,11/82,98.65,N
65,Magneton,H19/H32,8/9,Magneton,Magneton (11),Fossil,1st Edition Holofoil,44420,11/62,42.93,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,SWSH10: Astral Radiance,Normal,272307,106/189,0.13,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,Neo Revelation,1st Edition Holofoil,87092,10/64,37.29,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,SV: Scarlet & Violet 151,Normal,516649,082/165,0.09,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,SV01: Scarlet & Violet Base Set,Normal,487917,064/198,0.1,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,SV03: Obsidian Flames,Normal,509826,064/197,0.12,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,SV08: Surging Sparks,Normal,589993,059/191,0.08,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,Prize Pack Series Cards,Normal,648690,059/191,0.19,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,ME01: Mega Evolution,Normal,654385,046/132,0.09,N
65,Magneton,H19/H32,8/9,Magneton,Magneton - 38/108 (XY Evolutions),Deck Exclusives,Normal,131310,038/108,1.02,N
65,Magneton,H19/H32,8/9,Magneton,Magneton,Legendary Collection,Normal,87099,028/110,2.48,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon (H27),Skyridge,Holofoil,88728,H27/H32,92.93,Y
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,SM - Unbroken Bonds,Normal,189193,94/214,0.17,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,Supreme Victors,Normal,88735,80,0.64,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,XY - Primal Clash,Normal,95973,75/160,0.19,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,SM - Burning Shadows,Normal,138552,66/147,0.18,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,XY Base Set,Normal,88736,61/146,0.46,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,Diamond and Pearl,Normal,88734,60/130,0.62,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,Hidden Legends,Normal,88732,46/101,1.17,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon - 2005 (Michael Gonzalez),World Championship Decks,Normal,477575,46/101,7,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,Jungle,1st Edition,45148,45/64,17.4,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon (#4),XY Trainer Kit: Latias & Latios,Normal,98349,4/30,0.1,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon (#25),XY Trainer Kit: Latias & Latios,Normal,98350,25/30,1.8,N
66,Rhydon,H27/H32,9/10,Rhydon,Team Magma's Rhydon - 22/95,Team Magma vs Team Aqua,Normal,89841,22/95,2.39,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,Emerald,Normal,88733,19/106,1.47,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,SV: Scarlet & Violet 151,Normal,516573,112/165,0.1,N
66,Rhydon,H27/H32,9/10,Rhydon,Team Magma's Rhydon - 11/95,Team Magma vs Team Aqua,Holofoil,89840,11/95,27.31,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,SWSH01: Sword & Shield Base Set,Normal,208407,098/202,0.1,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,SWSH11: Lost Origin,Normal,283978,090/196,0.1,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,SV07: Stellar Crown,Normal,567301,075/142,0.08,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,Base Set 2,Normal,42522,059/130,2.01,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon,Legendary Collection,Normal,88730,035/110,6.5,N
66,Rhydon,H27/H32,9/10,Rhydon,Rhydon (29),Skyridge,Normal,88729,029/144,12.21,N
66,Rhydon,H27/H32,9/10,Rhydon,Brock's Rhydon,Gym Heroes,1st Edition Holofoil,83978,002/132,120.53,N
67,Dark Ivysaur,6,9,Dark Ivysaur,Ivysaur,Dark Explorers,Normal,86304,2/108,8.74,N
67,Dark Ivysaur,6,9,Dark Ivysaur,Dark Ivysaur - 6,Best of Promos,Normal,84616,006/009,32.14,Y
67,Dark Ivysaur,6,9,Dark Ivysaur,Dark Ivysaur - 6 [Winner],Best of Promos,Normal,107876,006/009,60.04,N
68,Venusaur,30/165,9,Venusaur,Venusaur EX - XY28,XY Promos,Holofoil,96391,XY28,4.29,N
68,Venusaur,30/165,9,Venusaur,Venusaur EX - XY123,XY Promos,Holofoil,120701,XY123,192.12,N
68,Venusaur,30/165,9,Venusaur,Venusaur EX - XY123,Jumbo Cards,Holofoil,211487,XY123,69.99,N
68,Venusaur,30/165,9,Venusaur,Venusaur VMAX - SWSH102,SWSH: Sword & Shield Promo Cards,Holofoil,234298,SWSH102,23.5,N
68,Venusaur,30/165,9,Venusaur,Venusaur VMAX - SWSH102,Jumbo Cards,Holofoil,234375,SWSH102,7.92,N
68,Venusaur,30/165,9,Venusaur,Venusaur V - SWSH100,SWSH: Sword & Shield Promo Cards,Holofoil,232723,SWSH100,4.12,N
68,Venusaur,30/165,9,Venusaur,Venusaur & Snivy GX - SM229,SM Promos,Holofoil,205162,SM229,61.32,N
68,Venusaur,30/165,9,Venusaur,Celebi & Venusaur GX - SM167,SM Promos,Holofoil,185984,SM167,56.31,N
68,Venusaur,30/165,9,Venusaur,Venusaur Spirit Link,XY - Evolutions,Normal,124102,89/108,0.16,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Shining Legends,Normal,146655,3/73,1.71,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Dark Explorers,Holofoil,90322,3/108,6.36,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Crystal Guardians,Normal,90318,28/100,6.92,N
68,Venusaur,30/165,9,Venusaur,Venusaur & Snivy GX (Secret),SM - Cosmic Eclipse,Holofoil,201609,249/236,54.03,N
68,Venusaur,30/165,9,Venusaur,Venusaur & Snivy GX (Full Art),SM - Cosmic Eclipse,Holofoil,201330,210/236,38.35,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Secret Wonders,Holofoil,90319,20/132,21.66,N
68,Venusaur,30/165,9,Venusaur,M Venusaur EX,Generations,Holofoil,113660,2/83,17.95,N
68,Venusaur,30/165,9,Venusaur,M Venusaur EX,XY Base Set,Holofoil,86955,2/146,21.25,N
68,Venusaur,30/165,9,Venusaur,M Venusaur EX,XY - Evolutions,Holofoil,124015,2/108,12.42,N
68,Venusaur,30/165,9,Venusaur,Venusaur ex - 198/165,SV: Scarlet & Violet 151,Holofoil,517044,198/165,82.07,N
68,Venusaur,30/165,9,Venusaur,Celebi & Venusaur GX (Secret),SM - Team Up,Holofoil,183772,182/181,109.82,N
68,Venusaur,30/165,9,Venusaur,Venusaur ex - 182/165,SV: Scarlet & Violet 151,Holofoil,517037,182/165,11.93,N
68,Venusaur,30/165,9,Venusaur,Mega Venusaur ex - 177/132,ME01: Mega Evolution,Holofoil,654516,177/132,118.69,N
68,Venusaur,30/165,9,Venusaur,Celebi & Venusaur GX (Full Art),SM - Team Up,Holofoil,183771,159/181,62.75,N
68,Venusaur,30/165,9,Venusaur,Mega Venusaur ex - 155/132,ME01: Mega Evolution,Holofoil,654494,155/132,11.12,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Celebrations: Classic Collection,Holofoil,250321,15/102,13.32,N
